"area","prefecture","place","img","tag","prefecture_ranking","status_date","status","開花予想日","五分咲き","満開","桜吹雪","見どころ紹介","lat","long","homepage","source_url","例年の見頃","桜の種類","桜の本数","名所に関する情報","お花見期間中の混雑度","所在地","入場時間","入場料","お問い合わせ","交通案内","周辺の観光施設","ライトアップ","桜まつり詳細","おすすめ写真スポット"
"中部","石川","西川通り","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-07/82721061.jpg","桜並木","20","3月31日","満開間近(5分咲き)","","","4月3日","4月10日","西川通りの桜並木は、閑静な町並みをゆっくり歩きながら散策できます。近くには公園もあるので、小さなお子さま連れの方にもおすすめです。","36.5174","136.5684","https://www.city.hakusan.lg.jp/machi/ryokka/1007731.html","https://weathernews.jp/sakura/spot/5605/","4月上旬","ソメイヨシノ","約110本","桜並木","平日：空いている
休日：空いている","〒924-0863
石川県白山市博労２丁目","","なし","白山市公園緑地課
TEL:076-274-9560","電車
IR北陸線松任駅より徒歩
10分
駐車場
市営有料駐車場有り","松任ふるさと館(徒歩10分)、白山市立博物館(徒歩7分)、松任中川一政記念美術館(徒歩10分)、聖興寺(千代尼塚)(徒歩5分)、千代女の里俳句館(徒歩7分)","","",""
"中部","福井","足羽川桜並木","https://gvs.weathernews.jp/s/sakura/szyimg/2026/5703/1774494108_s.webp?tm=1775113776","さくら名所100選, 夜桜, 桜まつり開催, 桜並木, 駅チカ, ライトアップあり","1","4月1日","満開間近(5分咲き)","","","4月3日","4月9日","日本さくら名所100選にも選ばれている桜並木です。福井市中心部を流れる足羽川の堤防上約2.2kmにわたり約600本の桜の木があり、桜のトンネルやライトアップが訪問者を優しく包みこみます。期間中は桜のライトアップを楽しむことができ、昼夜を問わず多くの観光客でにぎわいます。","36.0619","136.2123","https://fuku-iro.jp","https://weathernews.jp/sakura/spot/5703/","3月下旬","ソメイヨシノ","約600本","さくら名所100選
夜桜
桜まつり開催
桜並木
駅近
ライトアップあり","平日：混雑
休日：混雑","〒918-8001
福井県福井市つくもほか","制限なし","無料","福井市観光振興課/福井市観光協会
TEL:0776-20-5346/0776-20-5151","電車
福井駅より徒歩
10分
車
北陸高速道路福井ICより国道158号線を西へ約8km
15分
駐車場
足羽川河川敷に臨時駐車場あり　（一般車70台　1,000円/台）","足羽山公園、北の庄城址公園、福井城址、養浩館庭園","18:00〜22:00(3月21日〜4月5日)","ふくい桜まつり(3月21日〜4月5日)",""
"中部","福井","金崎宮","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-01/82481577.jpg","夜桜, 桜まつり開催, 桜並木, 駅チカ, 宴会OK, ライトアップあり","4","4月1日","満開間近(5分咲き)","","","4月3日","4月10日","小高い山にあるため、眺めもよく、桜の名所としても知られている金崎宮。","35.6645","136.0741","https://tsuruga-kanko.jp/","https://weathernews.jp/sakura/spot/272/","4月上旬","ソメイヨシノ","約400本","夜桜
桜まつり開催
桜並木
駅近
宴会OK
ライトアップあり","平日：空いている
休日：やや混雑","〒914-0072
福井県敦賀市金ケ崎町1-4","制限なし","無料※桜の小枝(造花)700円","港都つるが観光協会
TEL:0770-22-8167","電車
JR北陸本線敦賀駅より徒歩
30分
JR北陸本線敦賀駅よりぐるっと敦賀周遊バスで約8分「金崎宮」下車
5分
車
北陸自動車道敦賀ICより
10分
駐車場
乗用車20台、バス5台(無料)※花換まつり期間中は臨時駐車場あり(乗用車約200台、無料)","人道の港敦賀ムゼウム(金崎宮から徒歩5分)、旧敦賀港駅舎(敦賀鉄道資料館)(金崎宮から徒歩8分)、敦賀赤レンガ倉庫(金崎宮から徒歩3分)","花換まつり期間中・18:00～22:00(予定)","「花換まつり」3月27日〜4月7日10:00〜16:00(予定)。桜見物の男女が「花換えましょう」と声をかけあい、お互いの桜の小枝を交換して想いを伝えあったと言われるロマンチックなお祭り。「花換え」をしたカップルは将来幸せに恵まれると言われ、毎年多くの人が訪れます。",""
"中部","福井","丸岡城(霞ヶ城公園)","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-10/82830436.jpg","さくら名所100選, 夜桜, 桜まつり開催, ライトアップあり","2","4月2日","満開(8分咲き)","","","","4月7日","丸岡城は北陸地方に唯一残る、現存12天守の一つで国の重要文化財に指定されています。天守を取り囲むようにソメイヨシノが植えられている霞ヶ城公園は「日本さくら名所100選」にも選ばれていて、桜が満開の頃、花の霞に浮立つ古城の眺めはひときわ美しく感じられます。丸岡城桜まつり期間中は、ボンボリによる桜のライトアップが行われ、夜桜も見ごたえ十分です。この季節だけの幻想的な世界をぜひご覧下さい。","36.1524","136.2721","https://maruoka-castle.jp/","https://weathernews.jp/sakura/spot/277/","4月上旬～4月中旬","ソメイヨシノ","","さくら名所100選
夜桜
桜まつり開催
ライトアップあり","平日：混雑
休日：大変混雑","〒910-0231
福井県坂井市丸岡町霞町1-59","制限なし(丸岡城天守のみ8:30～17:00)","天守入場料450円(一筆啓上日本一短い手紙の館と共通)","丸岡城管理事務所
TEL:0776-66-0303","電車
福井駅より京福バス丸岡城行き
50分
芦原温泉駅より京福バス丸岡城行き
20分
車
北陸道丸岡ICより
5分
駐車場
150台(無料)","一筆啓上日本一短い手紙の館(霞町3-10-1) 丸岡城観光情報センター（マチヨリマーケット）","夜桜ボンボリ点灯","",""
"中部","福井","西山公園","https://gvs.weathernews.jp/s/sakura/szyimg/2026/275/1768790910_s.webp?tm=1775113776","夜桜, ライトアップあり","5","4月1日","満開(8分咲き)","","","","4月7日","古くから花の名所として知られ約1000本の桜が咲き誇ります。桜の後に咲くツツジは日本海側随一の規模を誇り、つつじ祭りも行われます。日本庭園や芝生広場、西山動物園など見所もたくさんあり、公園には道の駅が併設され鯖江のお土産も揃えております。","35.9507","136.1809","http://www.city.sabae.fukui.jp/","https://weathernews.jp/sakura/spot/275/","4月上旬","ソメイヨシノ","約1000本","夜桜
ライトアップあり","平日：混雑
休日：大変混雑","〒916-0027
福井県鯖江市桜町3-7-20","制限なし","無料","西山公園管理事務所
TEL:0778-51-1001","電車
ハピラインふくい鯖江駅より徒歩
15分
福井鉄道西山公園駅より徒歩
1分
車
北陸自動車道鯖江IC
5分
駐車場
大型車用9台(道の駅と併用)、無料駐車場約130台(その他有料駐車場あり)","西山動物園、ラポーゼかわだ(かわだ温泉)、うるしの里会館、王山古墳群、めがねミュージアム、鯖江市繊維会館（石田縞手織りセンター）","4月上旬・日没後数時間(予定)","",""
"中部","福井","足羽山公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2022-04-10/61899492.jpg","さくら名所100選, 夜桜, 桜まつり開催, ライトアップあり","3","4月1日","満開間近(5分咲き)","","","4月3日","4月9日","足羽山全体に約3500本の桜が咲き、日本さくら名所100選に選ばれています。足羽神社の樹齢約380年のしだれ桜や、登山道のひとつである愛宕坂のライトアップ(4月1日〜4月5日)も楽しむことができます。また、ミニ動物園「ハピジャン」や、足羽山名物「木の芽田楽」「こんにゃくおでん」などが有名な約10軒の茶屋もあり、食事や見所の多い場所です。","36.0540","136.2048","https://fuku-iro.jp","https://weathernews.jp/sakura/spot/276/","4月中旬","ソメイヨシノ、ヤマザクラ","約3500本","さくら名所100選
夜桜
桜まつり開催
ライトアップあり","平日：やや混雑
休日：やや混雑","〒918-8007
福井県福井市足羽上町、山奥町","制限なし","無料","福井市観光振興課/福井市観光協会
TEL:0776-20-5346/0776-20-5151","電車
福井駅より徒歩
25分
福井駅西口からすまいるバス照手・足羽方面行き「愛宕坂」下車、徒歩
5分
車
北陸自動車道福井ICより国道158号を西へ約8km
15分
駐車場
あり(60台)無料","足羽川の桜並木、北の庄城址公園、福井城址、養浩館庭園","3月28日〜4月26日","愛宕坂　灯の回廊(4月1日〜4月5日)18:30〜21:30(予定)",""
"中部","福井","竹田の里しだれ桜","https://gvs.weathernews.jp/s/sakura/szyimg/2026/57012/1772763087_s.webp?tm=1775113776","桜まつり開催, ライトアップあり","6","","","","","","","ベニヤエシダレザクラ、濃いピンク色が特徴的。時期によっては、ソメイヨシノとしだれ桜の共演。しだれ桜の花が、降り注ぐ散策道。","36.1735","136.3302","https://kanko-sakai.com/event/5427/","https://weathernews.jp/sakura/spot/57012/","4月上旬〜4月中旬","シダレザクラ","約700本（たけくらべ広場は約100本）","桜まつり開催
ライトアップあり","平日：やや混雑
休日：混雑","〒910-0204
福井県坂井市丸岡町山竹田９４−１０","9:00～21:00","駐車料金　1000円　（バス等別途料金）","竹田の里づくり協議会
TEL:0776-67-2543","電車
北陸自動車道丸岡ICから県道17号を経由し、国道364号を山中温泉方面へ車で15km
駐車場
300台 臨時駐車場","千古の家　たけくらべ温泉（宿泊可）　ちくちくぼんぼん（宿泊可）　谷口屋","ライトアップ（桜まつり開催中まで）18:30～21:00","「竹田の里しだれ桜まつり」2026年4月4日(土)〜4月18日(土)",""
"中部","福井","勝山弁天桜","https://smtgvs.cdn.weathernews.jp/smart/report/image/2016-04-09/31703776.jpg","夜桜, 桜まつり開催, 桜並木, 駅チカ, 宴会OK, ライトアップあり","7","4月2日","満開間近(5分咲き)","","","4月3日","4月8日","残雪輝く山々とのコンビネーションはまさに絶景!九頭竜川に架かる勝山橋をはさんで伸びる堤防(弁天堤防)に約450本の桜が植えられています。九頭竜川右岸、勝山橋の上流と下流にかけて1.5kmにおよぶ弁天桜は、県下に名の知れた桜の名所です。満開を迎える４月上旬から中旬頃には桜のトンネルが出現し多くの花見客で賑わいます。また、4月上旬より九頭竜川を横断して掲げられる鯉のぼりとの共演も見どころです。","36.0583","136.4956","http://www.city.katsuyama.fukui.jp/","https://weathernews.jp/sakura/spot/278/","4月上旬〜4月中旬","ソメイヨシノ","約450本","夜桜
桜まつり開催
桜並木
駅近
宴会OK
ライトアップあり","平日：空いている
休日：やや混雑","〒911-0806
福井県勝山市九頭竜川右岸","制限なし","無料","勝山市商工文化課
TEL:0779-88-8117","電車
えちぜん鉄道勝山駅より徒歩
5分
車
中部縦貫自動車道勝山ICより
5分
駐車場
堤防に駐車スペースあり(無料)","ゆめおーれ勝山、越前大仏、勝山城博物館、福井県立恐竜博物館、白山平泉寺、スキージャム勝山","ぼんぼりで2週間","桜まつり(4月上中旬)※状況により変更の可能性があります",""
"中部","福井","小浜公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2022-04-10/61903267.jpg","夜桜, ライトアップあり","8","4月2日","満開間近(5分咲き)","","","4月4日","4月9日","絶景の小浜湾のすぐ横にあり、約150本の桜があなたを迎えてくれます。","35.4924","135.7338","https://www.wakasa-obama.jp","https://weathernews.jp/sakura/spot/271/","4月上旬","ソメイヨシノ","約150本","夜桜
ライトアップあり","平日：空いている
休日：空いている","〒917-0058
福井県小浜市小浜香取81-1","制限なし","無料","若狭おばま観光案内所
TEL:0770-52-3844","電車
JR小浜線小浜駅より徒歩
15分
車
舞鶴若狭道小浜ICより
10分
北陸道敦賀ICより
60分
駐車場
48台(無料)","古い町並みが残る「三丁町」、大河ドラマ「江〜姫たちの戦国〜」ゆかりの地「常高寺」(江の姉お初が建立)","夜間ぼんぼり未定","",""
"中部","福井","あらた坂(山室の桜並木)","https://gvs.weathernews.jp/s/sakura/szyimg/2026/57008/1770878177_s.webp?tm=1775113776","桜並木","11","4月2日の推定状況","満開間近(5分咲き)","","","4月3日","4月10日","競技かるたを題材にした有名な漫画に登場する桜並木です。作品にちなんで「あらた坂」と名付けられ、坂の上にはかるた札と登場人物のトレードマークであるめがねがデザインされた記念碑が立っています。漫画の中で描かれる満開の桜の下での主人公たちの再会シーンに思いを馳せてみるのも一興です。","36.2164","136.2402","https://www.chihaya-awara.com/","https://weathernews.jp/sakura/spot/57008/","4月上旬〜4月中旬","ソメイヨシノ","","桜並木","平日：非公開
休日：非公開","〒919-0601
福井県あわら市山室36-18-1","24時間","","あわら市観光振興課
TEL:0776-73-8029","電車
JR芦原温泉より徒歩
5分
車
北陸自動車道 金津ICから車で
5分
駐車場
なし　JR芦原温泉駅東口の市営駐車場をご利用ください。（1時間以内無料、徒歩2分）","金津創作の森美術館アクセスあらた坂から約2.5km（車で約10分）芦原温泉駅からぐるっとタクシー（定額料金制度のタクシー）をご利用されるとお得です。","","",""
"中部","福井","九頭竜湖","https://smtgvs.cdn.weathernews.jp/smart/report/image/2023-04-09/71455041.jpg","桜並木","10","4月2日の推定状況","結構咲いた(3分咲き)","","","4月3日","4月9日","例年4月中旬から下旬ごろ、九頭竜湖沿岸の国道158号沿いにソメイヨシノを中心に約2000本のサクラが咲き誇ります。華やかな薄紅色が湖面の青に映え、見応えのあるスポットです。","35.8751","136.7529","http://www.city.ono.fukui.jp/","https://weathernews.jp/sakura/spot/57003/","4月中旬〜4月下旬","ソメイヨシノ、ヤマザクラ、ヤエザクラ","約2000本","桜並木","平日：空いている
休日：空いている","","なし","なし","大野市役所観光交流課
TEL:0779-66-1111","電車
JR福井駅より越美北線九頭竜湖駅まで1時間30分、九頭竜湖駅からタクシー（要予約）で
20分
車
中部縦貫自動車道九頭竜IC
20分
東海北陸道白鳥IC
20分
駐車場
夢のかけはし(箱ヶ瀬)周辺10台・無料","九頭竜国民休養地(宿泊施設、キャンプ場)、大野市化石発掘体験センター「HOROSSA！」、道の駅九頭竜、くずりゅう化石ラボ ガ・オーノ、九頭竜温泉 平成の湯","","",""
"中部","福井","妙祐寺","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-01/82473875.jpg","夜桜, ペットOK, ライトアップあり","9","","","","","","","静かな地域に佇む樹齢約150年の一本桜です。","35.4533","135.7063","","https://weathernews.jp/sakura/spot/57005/","3月下旬～4月上旬","シダレザクラ","1本","夜桜
ペットOK
ライトアップあり","平日：空いている
休日：やや混雑","〒917-0036
福井県小浜市中井13-60","24時間","無料","妙祐寺
TEL:0770-58-0280","電車
JR小浜駅からあいあいバス小屋線 中井橋停留所下車徒歩
5分
車
舞鶴若狭自動車道小浜ICより
15分
駐車場
約20台","","あり（18:30頃～21:30頃の予定）","",""
"中部","福井","神子の山桜","https://gvs.weathernews.jp/s/sakura/img/noimage.jpg","","12","4月2日","満開間近(5分咲き)","","","","","1742年開畑の境に植えた桜と伝えられている。見頃の時期には常神半島が薄紅色に染まり、海の青とのコントラストが絶景。","35.6151","135.8389","","https://weathernews.jp/sakura/spot/57002/","3月下旬～4月上旬","ヤマザクラ","","","平日：非公開
休日：非公開","〒919-1452
福井県三方上中郡若狭町神子","","無料","若狭町役場観光まちづくり課
TEL:0770-45-9111","電車
JR小浜線三方駅からタクシーで約
30分
車
舞鶴若狭自動車道三方五湖SICより約
25分
駐車場
なし","道の駅三方五湖(若狭町鳥浜122-31-1)","","",""
"中部","福井","花筐公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2023-04-01/71189184.jpg","夜桜, 桜まつり開催, ライトアップあり","13","3月31日","満開(8分咲き)","","","","4月8日","約1000本の桜が咲き誇ります。継体天皇、世阿弥、松平春嶽にもゆかりがある歴史ロマンの公園です。","35.9187","136.2382","http://kakyo-jichi.jimdo.com","https://weathernews.jp/sakura/spot/274/","3月末～4月上旬","ソメイヨシノ","1000本","夜桜
桜まつり開催
ライトアップあり","平日：空いている
休日：混雑","〒915-0242
福井県越前市粟田部町17-20","制限なし","無料","花筐自治振興会
TEL:0778-42-3710","電車
ハピラインふくい（旧JR北陸本線）武生駅よりバス20分、花筐公園口で下車し徒歩
30分
北陸新幹線・越前たけふ駅より車
17分
車
北陸自動車道武生ICより
15分
北陸自動車道鯖江ICより
20分
駐車場
隣接の佐山姫公園に50台(バス3台、無料)","薄墨桜・孫桜、三里山遊歩道、越前和紙の里、万葉の里・味真野苑、越前うるしの里、タケフナイフビレッジ","ぼんぼり点灯、ライトアップは3月22日〜4月12日","はながたみさくらまつりは3月22日（日）から4月12日（日）で開催。4月4・5日には各種イベント開催予定","公園ひろばからの全体景観忠魂碑への登りからの斜面景観"
"中部","福井","福井城址","https://gvs.weathernews.jp/s/sakura/szyimg/2026/57010/1771988425_s.webp?tm=1775113776","夜桜, 桜まつり開催, 駅チカ, ライトアップあり","14","4月2日","満開(8分咲き)","","","","4月9日","福井駅から徒歩５分に位置する福井城址は、400年以上たった今も本丸のお堀と石垣が現存しています。山里口御門や御廊下橋が復元されており、現在では坤櫓(ひつじさるやぐら)や土塀の復元工事が進められています。開花時期には、天守台や石垣上のソメイヨシノと青みがかった笏谷石の石垣が織りなす情景が楽しめます。桜が散り始めると、お堀に舞い降りた花びらが水面に浮かぶ花筏(はないかだ)の光景が広がります。石垣は毎日ライトアップされており、桜の開花時期は石垣が桜色に染まります。表情豊かな福井城址の桜をお楽しみください！","36.0656","136.2209","https://www.fuku-e.com/spot/detail_1016.html","https://weathernews.jp/sakura/spot/57010/","４月上旬","ソメイヨシノ","約５０本","夜桜
桜まつり開催
駅近
ライトアップあり","平日：空いている
休日：空いている","〒910-8580
福井県福井市大手3丁目17-1","","無料","福井県新幹線・交通まちづくり局交通まちづくり課
TEL:0776-20-0724","電車
JR福井駅から徒歩5分
車
北陸自動車道福井ICから車で15分
駐車場
なし","名勝　養浩館庭園","「石垣ライトアップ」　通年（開花時期は桜色に変更）","「ふくい桜まつり」2026年3月21日～4月5日","天守台"
"中部","福井","亀山公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2016-04-09/31701296.jpg","駅チカ, ペットOK","15","3月31日","ちらほら咲いた(1分咲き)","","4月3日","4月5日","4月10日","例年4月上旬には約300本のソメイヨシノが咲き乱れ、多くの花見客で賑わいます。公園の頂上からは、越前おおのの城下町が一望できます。","35.9864","136.4826","http://www.ono-kankou.jp/","https://weathernews.jp/sakura/spot/279/","4月上旬","ソメイヨシノ","約300本","駅近
ペットOK","平日：やや混雑
休日：やや混雑","〒912-0087
福井県大野市城町3","","無料","(一財)越前おおの観光ビューロー
TEL:0779-65-5521","電車
JR越美北線越前大野駅より徒歩
30分
車
北陸道福井ICよりR158経由
55分
東海北陸道白鳥ICよりR158経由
85分
駐車場
亀山南駐車場約12台、越前おおの結ステーション多目的広場A・B89台(有料）、城下町西広場駐車場43台、亀山西駐車場23台","越前大野城、御清水、武家屋敷旧内山家、寺町通り、七間朝市、武家屋敷旧田村家","未定","",""
"中部","福井","越前陶芸村","https://gvs.weathernews.jp/s/sakura/szyimg/2026/57001/1769754698_s.webp?tm=1775113776","桜まつり開催, 桜並木, ペットOK","16","4月2日","ちらほら咲いた(1分咲き)","","","","4月8日","美しい芝生が広がる公園内の遊歩道はソメイヨシノの並木道となっており、桜を眺めながら散策を楽しめます。公園奥のこども広場にはしだれ桜が群生しており、お花見ピクニックを楽しむ家族連れで賑わいます。また公園には岡本太郎やイサム・ノグチなど芸術家のアート作品が点在し、桜とアートのコラボレーションを楽しめます。2026年4月11日(土)12日(日)には「第14回越前陶芸村しだれ桜まつり」が開催され、桜の咲き誇る公園内にクラフト作家が集まります。","35.9333","136.0594","https://www.tougeikan.jp/","https://weathernews.jp/sakura/spot/57001/","4月上旬～4月中旬","ソメイヨシノ、シダレザクラ","630本","桜まつり開催
桜並木
ペットOK","平日：空いている
休日：やや混雑","〒916-0273
福井県丹生郡越前町小曽原120-61","","無料","福井県陶芸館
TEL:0778-32-2174","電車
ハピラインふくい武生駅前よりバスかれい崎行「陶芸村口」下車
15分
車
北陸自動車道武生IC、鯖江ICより
30分
駐車場
無料(250台)","越前かにミュージアム、剱神社、道の駅越前","","第14回越前陶芸村しだれ桜まつりーBLOSSOM FESー開催日時　2026年4月11日(土)、12日(日)開催場所　越前陶芸村主催　越前陶芸村しだれ桜まつり実行委員会https://echizentougeimura.wixsite.com/shidare",""
"中部","福井","城山公園","https://gvs.weathernews.jp/s/sakura/img/noimage.jpg","宴会OK, ペットOK","17","4月2日の推定状況","結構咲いた(3分咲き)","","4月7日","4月8日","4月14日","若狭湾に向かって小さく突き出た半島全体が公園となっていて、日本海などの広大な自然が眺められます。桜回廊を上がっていくと、若狭富士の絶景にあえますよ！","35.4947","135.5530","http://www.wakasa-takahama.jp","https://weathernews.jp/sakura/spot/5701/","4月上旬","ソメイヨシノ","200本","宴会OK
ペットOK","平日：空いている
休日：やや混雑","〒919-2221
福井県大飯郡高浜町事代","制限なし","無料","若狭高浜観光協会
TEL:0770-72-0338","電車
JR小浜線若狭高浜駅より徒歩
15分
車
舞鶴道大飯・高浜ICよりR27経由
10分
駐車場
無料駐車場約10台あり(一部有料)","城山海岸遊歩道(八穴の奇岩奇勝、1周約1時間)","","",""
"中部","福井","万葉の里 味真野苑","https://gvs.weathernews.jp/s/sakura/szyimg/2026/57006/1766464928_s.webp?tm=1775113776","夜桜, 桜まつり開催, 桜並木","18","4月1日","満開(8分咲き)","","","","4月8日","","35.8855","136.2376","http://www.city.echizen.lg.jp/office/060/050/manyoukan.html","https://weathernews.jp/sakura/spot/57006/","3月下旬～4月上旬","ヒガンザクラ、ヤマザクラ、ヤエベニシダレ、ソメイヨシノ","100本","夜桜
桜まつり開催
桜並木","平日：やや混雑
休日：混雑","〒915-0031
福井県越前市余川町","24時間","無料","万葉館
TEL:0778-27-2204","車
北陸自動車道武生IC
10分
北陸新幹線越前たけふ駅
15分
駐車場
120台(無料)","越前市万葉菊花園","","",""
"中部","福井","芦山公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2016-04-07/31673865.jpg","駅チカ","19","4月2日の推定状況","満開(8分咲き)","","","","4月13日","市街地に近く、眼下に日野川の清流を見渡せる公園として整備され、市民の憩いの場所となっています。ソメイヨシノ2000本が咲き誇り、散策道がめぐらされており、中腹にある展望台からは、日野川沿いの桜並木や市街地を一望することができます。","35.9015","136.1815","https://www.echizen-tourism.jp/","https://weathernews.jp/sakura/spot/273/","4月中旬","ソメイヨシノ","2000本","駅近","平日：空いている
休日：やや混雑","〒915-0084
福井県越前市村国町","制限なし","無料","(一社)越前市観光協会
TEL:0778-23-8900","電車
ハピラインふくい武生駅から徒歩(※入口まで)
20分
ハピラインふくい武生駅から徒歩(※頂上まで)
50分
車
北陸道武生ICから(※入口まで)
10分
北陸道武生ICから(※頂上まで)
20分
駐車場
頂上展望台に10台（無料）","なし","","",""
"中部","福井","若狭駒ヶ岳桜並木","https://gvs.weathernews.jp/s/sakura/img/noimage.jpg","","20","","","","","","","全国に数ある駒ヶ岳のうち最西端の山である若狭駒ヶ岳。標高約780m。トレイルコース上にある桜はアーチのようになり、思わず足を止めてしまう、美しい景色となっています。","35.4130","135.8651","","https://weathernews.jp/sakura/spot/57004/","4月下旬","ヤエザクラ","","","平日：非公開
休日：非公開","〒919-1533
福井県三方上中郡若狭町河内","得になし","無料","若狭町役場観光まちづくり課
TEL:0770-45-9111","電車
JR小浜線上中駅からタクシーで約20分でピクニック広場　その後徒歩で約
90分
車
舞鶴若狭自動車道 若狭上中ICから約20分でピクニック広場　その後徒歩で約
90分
駐車場
駐車料金なし","道の駅若狭熊川宿(若狭町熊川11ー1ー1)","","",""
"中部","静岡","冨士霊園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2025-04-12/96079957.jpg","さくら名所100選, 桜並木","1","4月2日","満開間近(5分咲き)","","","4月4日","4月11日","富士山麓の花と緑に囲まれた敷地面積213万平方mの公園墓地です。園内の霊園参道にはヤマザクラ(山桜）、ソメイヨシノ(染井吉野)など約3500本の桜が植えられ、4月上旬から中旬の満開時には大勢の人出で賑わいます。日本さくら名所百選にも選ばれた園内は、桜の他にも梅やつつじなど四季折々の草花が美しい姿を見せてくれます。","35.3677","138.9089","https://www.fujireien.or.jp/","https://weathernews.jp/sakura/spot/5026/","4月中旬","富士桜、染井吉野など","約3500本","さくら名所100選
桜並木","平日：やや混雑
休日：大変混雑","〒410-1308
静岡県駿東郡小山町大御神888-2","9:00〜16:30(休園日は毎週水曜日)","無料","公益財団法人　冨士霊園
TEL:0550-78-0311","電車
JR御殿場線駿河小山駅よりバスで
25分
JR御殿場線御殿場駅よりバスで
25分
車
東名足柄スマートICより
15分
東富士五湖道路須走ICより
15分
駐車場
無料(2200台)","富士スピードウェイ、富士山東口本宮冨士浅間神社、道の駅すばしり、道の駅ふじおやま、あしがら温泉、金時公園、誓いの丘公園","","",""
"中部","静岡","はままつフラワーパーク","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-04/82582183.jpg","夜桜, 桜まつり開催, 桜並木, ライトアップあり","6","4月2日","満開(8分咲き)","","","","4月7日","色とりどり50万球のチューリップと、次々見頃を迎えるソメイヨシノ・八重桜など園内いっぱいに咲く桜のリレーをお楽しみ下さい。また、3月下旬〜4月上旬(開花状況による)は花の見頃に合わせて桜並木をライトアップ。春の夜を艶やかに彩る総長1600ｍの幻想的な夜桜並木をお楽しみ下さい。","34.7617","137.6344","https://e-flowerpark.com","https://weathernews.jp/sakura/spot/193/","3月下旬","ソメイヨシノ、ヤエザクラ","1700本","夜桜
桜まつり開催
桜並木
ライトアップあり","平日：やや混雑
休日：混雑","〒431-1209
静岡県浜松市中央区舘山寺町195","9:00〜17:00(季節変動あり)","大人1000円～1200円、小、中学生500円～600円（花の見ごろにより変動）","はままつフラワーパーク
TEL:053-487-0511","電車
JR東海道本線浜松駅より舘山寺温泉行バス
40分
車
東名高速浜松西ICより
15分
東名高速舘山寺スマートICより
5分
駐車場
586台、200円","近隣施設には、浜名湖パルパル、ロープウェイ、動物園、イチゴ狩り(アグリス浜名湖)、かんざんじ温泉","3月下旬〜4月上旬(開花状況による)・夜間開園開催日は閉園時間が変わります。お出かけ前にHPをご確認下さい。(入園は閉園30分前まで)","3月下旬～6月上旬に開催される「浜名湖花フェスタ」は、「浜名湖花博2014」の継承事業として、2015年から行政および民間団体連携のもと、毎春「日本の春は浜名湖から」をキャッチフレーズに開催するイベントです。会場の一つである「はままつフラワーパーク」では、桜とチューリップの競演をはじめフジ、バラ、ハナショウブ、アジサイなどの花のリレーのほか、週末を中心に行われる音楽などのイベントやキッチンカーも魅力の一つ。心ゆくまで春の魅力を満喫することが出来ます。","浜名湖ゲート付近の「水鳥の池」東側にある「ベニシダレザクラ」を、足元に咲くチューリップとともに撮影するのもおすすめです。"
"中部","静岡","大石寺","https://smtgvs.cdn.weathernews.jp/smart/report/image/2022-04-05/61778750.jpg","","5","4月1日","散り始め","","","","4月5日","大石寺に向かう車中、花盛りの時期には大石寺一体が桜の花で覆われたように見えます。花期は例年3月下旬～4月上旬。毎年4月6日・7日は一般の花見客は進入禁止になり、また毎週土日も進入禁止になります。","35.2805","138.5872","https://www.city.fujinomiya.lg.jp/kankou/llti2b0000000vji.html","https://weathernews.jp/sakura/spot/50013/","4月上旬","ソメイヨシノ、シダレザクラ","5150本（ソメイヨシノ5000本、シダレザクラ150本）","","平日：やや混雑
休日：やや混雑","〒418-0116
静岡県富士宮市上条2057","無休、9:00～17:00","無料","富士宮市観光協会
TEL:0544-27-5240","電車
JR富士宮駅より路線バス上条行き35分「大石寺入口」下車
車
新東名「新富士」IC
25分
東名「富士」IC
30分
駐車場
無料　※要問い合わせ","","","",""
"中部","静岡","潤井川龍巌淵","https://gvs.weathernews.jp/s/sakura/szyimg/2026/50026/1768788234_s.webp?tm=1775113776","","3","4月1日","満開間近(5分咲き)","","","","4月6日","「潤井川の清流」「富士山」「桜」が三位一体となった絶景を望むことができます。","35.1833","138.6449","https://www.fujisan-kkb.jp/index.html","https://weathernews.jp/sakura/spot/50026/","3月下旬～4月上旬","ソメイヨシノ","約50本","","平日：混雑
休日：大変混雑","〒419-0202
静岡県富士市久沢","","","新富士駅観光案内所
TEL:0545-64-2430","電車
JR身延線入山瀬駅
駐車場
なし","・岩本山公園・富士川楽座","","",""
